"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS ADP"
"75","Jeremy Pena",HOU,"SS12","67","101","78.0","6.1","+21"
"76","Ben Rice",NYY,"1B10","55","109","78.4","15.9","-14"
"77","Framber Valdez",FA,"SP23","61","92","78.4","10.1","+8"
"78","Seiya Suzuki",CHC,"OF19","66","108","78.9","9.7","+9"
"79","Hunter Goodman",COL,"C4","52","238","79.0","13.2","+1"
"80","Byron Buxton",MIN,"CF2","47","95","79.1","9.6","-7"
"81","Randy Arozarena",SEA,"OF20","61","90","81.0","5.8","+7"
"82","Nick Pivetta",SD,"SP24","71","100","82.0","9.0","-1"
"83","Andres Munoz",SEA,"RP2","32","147","83.4","16.5","-44"
"84","Maikel Garcia",KC,"2B4","73","99","83.6","6.0","-10"
"85","Edwin Diaz",LAD,"RP3","27","187","86.0","36.7","-47"
"86","Jhoan Duran",PHI,"RP4","35","170","86.1","13.9","-35"
"87","Michael Harris II",ATL,"OF21","66","101","91.4","5.5","+18"
"88","Tyler Soderstrom",ATH,"1B11","68","101","92.1","6.7","+4"
"89","Alex Bregman",CHC,"3B5","58","124","92.3","13.8","+22"
"90","Tyler Glasnow",LAD,"SP25","79","119","93.6","7.4","+22"
"91","Cade Smith",CLE,"RP5","36","189","94.0","23.0","-41"
"92","Eury Perez",MIA,"SP26","88","156","95.0","4.0","+11"
"93","Oneil Cruz",PIT,"CF3","77","129","95.3","10.0","+2"
"94","Kevin Gausman",TOR,"SP27","76","133","100.4","13.5","+15"
"95","Nico Hoerner",CHC,"2B5","83","118","100.6","4.4","-6"
"96","Nolan McLean",NYM,"SP28","89","130","101.4","12.7","+4"
"97","Kyle Stowers",MIA,"OF22","84","126","101.9","10.7","+31"
"98","Pablo Lopez",MIN,"SP29","76","156","102.7","26.4","+27"
"99","Agustin Ramirez",MIA,"C5","69","137","105.1","17.7","-8"
"100","Spencer Strider",ATL,"SP30","70","199","105.1","27.3","-3"
"101","Michael Busch",CHC,"1B12","94","114","105.1","6.9","+13"
"102","Eugenio Suarez",FA,"3B6","59","129","105.3","4.0","+2"
"103","Jose Altuve",HOU,"2B6","67","146","105.3","12.8","-2"
"104","Christian Yelich",MIL,"OF23","56","142","106.0","25.5","+3"
"105","Willy Adames",SF,"SS13","90","158","106.9","11.4","+14"
"106","Sonny Gray",BOS,"SP31","76","177","107.3","23.7","+7"
"107","Yandy Diaz",TB,"1B13","93","135","109.1","12.9","+1"
"108","Salvador Perez",KC,"C6","84","120","110.0","7.2","-10"
"109","Teoscar Hernandez",LAD,"OF24","92","153","111.9","17.0","+13"
"110","Brandon Woodruff",MIL,"SP32","106","153","112.1","4.8","+8"
"111","Trevor Story",BOS,"SS14","78","161","112.4","16.6","-1"
"112","Josh Hader",HOU,"RP6","51","212","113.3","37.3","-47"
"113","Will Smith",LAD,"C7","101","135","113.7","8.8","-7"
"114","Jordan Westburg",BAL,"2B7","76","141","117.6","14.9","+12"
"115","Trey Yesavage",TOR,"SP33","105","156","122.7","7.5","+24"
"116","David Bednar",NYY,"RP7","46","202","123.4","29.9","-40"
"117","Ozzie Albies",ATL,"2B8","116","170","123.9","3.3","+40"
"118","Jo Adell",LAA,"OF25","113","138","124.0","5.2","+18"
"119","Shohei Ohtani (Pitcher)",LAD,"SP34","93","156","124.5","0.0","-"
"120","Andy Pages",LAD,"OF26","115","144","124.7","7.0","+18"
"121","Luke Keaschall",MIN,"2B9","92","158","125.3","16.3","+16"
"122","Brandon Nimmo",TEX,"OF27","94","157","125.7","16.4","+2"
"123","Drake Baldwin",ATL,"C8","86","157","126.6","12.8","-24"
"124","Sandy Alcantara",MIA,"SP35","95","205","127.0","28.1","+25"
"125","Luis Castillo",SEA,"SP36","98","178","129.4","25.5","+23"
"126","Cam Schlittler",NYY,"SP37","120","136","130.1","3.7","+3"
"127","Jakob Marsee",MIA,"OF28","96","148","130.3","8.6","+13"
"128","Lawrence Butler",ATH,"OF29","115","155","130.3","8.5","+18"
"129","Robbie Ray",SF,"SP38","103","188","130.9","18.3","+32"
"130","Zack Wheeler",PHI,"SP39","91","203","131.9","20.9","-10"
"131","Aroldis Chapman",BOS,"RP8","43","203","132.4","27.5","-59"
"132","Taylor Ward",BAL,"OF30","112","244","132.6","14.9","+10"
"133","Shane Bieber",TOR,"SP40","97","169","132.7","24.2","+17"
"134","Nathan Eovaldi",TEX,"SP41","93","164","133.9","19.7","-2"
"135","Trevor Rogers",BAL,"SP42","107","174","134.9","13.9","+18"
"136","Nick Lodolo",CIN,"SP43","126","151","135.3","5.2","+7"
"137","Gavin Williams",CLE,"SP44","120","178","136.1","6.4","+15"
"138","Devin Williams",NYM,"RP9","48","232","136.4","35.2","-54"
"139","Jacob Misiorowski",MIL,"SP45","104","153","136.7","7.2","-8"
"140","Jackson Holliday",BAL,"2B10","115","187","139.7","9.8","-10"
"141","Michael King",SD,"SP46","107","163","140.7","11.0","-7"
"142","Jacob Wilson",ATH,"SS15","94","171","142.0","19.0","+27"
"143","Ryan Pepiot",TB,"SP47","108","201","142.3","7.4","+12"
"144","Matt Chapman",SF,"3B7","119","204","143.9","24.4","+39"
"145","Raisel Iglesias",ATL,"RP10","69","221","145.6","28.1","-43"
"146","Ian Happ",CHC,"OF31","105","233","145.9","14.3","+16"
"147","Chase Burns",CIN,"SP,RP1","94","193","147.3","18.2","-24"
"148","Luis Robert Jr.",CWS,"OF32","128","181","147.7","4.6","-1"
"149","Ranger Suarez",BOS,"SP48","111","181","148.1","15.5","+30"
"150","Emmet Sheehan",LAD,"SP49","120","168","148.7","8.1","+1"
"151","Jurickson Profar",ATL,"OF33","110","178","150.3","12.5","+26"
"152","Bubba Chandler",PIT,"SP50","135","165","152.0","5.6","+20"
"153","Steven Kwan",CLE,"OF34","123","218","152.4","24.3","+13"
"154","Ceddanne Rafaela",BOS,"OF35","125","219","154.1","19.5","+6"
"155","Dansby Swanson",CHC,"SS16","123","224","154.3","18.2","+8"
"156","Tanner Bibee",CLE,"SP51","121","200","156.4","15.9","+28"
"157","Carlos Estevez",KC,"RP11","74","215","157.9","16.4","-67"
"158","MacKenzie Gore",WSH,"SP52","124","214","159.6","22.5","+36"
"159","Willson Contreras",BOS,"1B14","71","210","160.4","34.4","+22"
"160","Xavier Edwards",MIA,"SS17","140","192","161.4","10.5","+30"
"161","Yainer Diaz",HOU,"C9","102","207","163.3","22.5","-40"
"162","Brandon Lowe",PIT,"2B11","120","248","163.7","18.0","+9"
"163","Noelvi Marte",CIN,"3B8","125","237","163.7","20.8","-7"
"164","Adley Rutschman",BAL,"C10","134","276","164.9","15.6","-20"
"165","Shota Imanaga",CHC,"SP53","114","215","165.0","13.0","0"
"166","Chandler Simpson",TB,"OF36","136","210","165.0","18.2","-7"
"167","Carlos Rodon",NYY,"SP54","122","216","167.9","20.7","+8"
"168","Bryan Reynolds",PIT,"OF37","136","248","168.0","21.8","+33"
"169","Spencer Torkelson",DET,"1B15","125","221","168.4","20.0","+20"
"170","Jeff Hoffman",TOR,"RP12","108","230","172.9","28.9","-43"
"171","Trevor Megill",MIL,"RP13","96","231","173.7","21.0","-55"
"172","Ryan Helsley",BAL,"RP14","67","286","173.9","53.3","-57"
"173","Drew Rasmussen",TB,"SP55","145","198","174.9","10.4","-5"
"174","Jonathan Aranda",TB,"1B16","141","229","175.7","10.6","-1"
"175","Dylan Crews",WSH,"OF38","150","297","177.6","16.7","+12"
"176","Cade Horton",CHC,"SP56","109","191","177.9","7.9","+6"
"177","Christian Walker",HOU,"1B17","127","252","178.0","33.1","-1"
"178","Colson Montgomery",CWS,"SS18","155","215","181.9","17.3","-8"
"179","Ivan Herrera",STL,"C11","148","217","182.0","9.0","-34"
"180","Pete Fairbanks",MIA,"RP15","118","241","182.7","11.3","-45"
"181","Emilio Pagan",CIN,"RP16","91","285","183.1","29.8","-40"
"182","Jack Flaherty",DET,"SP57","149","251","183.6","30.9","+59"
"183","Brenton Doyle",COL,"OF39","124","231","184.0","16.5","+9"
"184","Matthew Boyd",CHC,"SP58","140","235","184.7","12.2","+25"
"185","Edward Cabrera",CHC,"SP59","170","202","188.3","8.6","+10"
"186","Alec Burleson",STL,"OF40","126","275","188.9","35.9","0"
"187","Aaron Nola",PHI,"SP60","157","256","191.6","19.3","+41"
"188","Andrew Abbott",CIN,"SP61","165","218","191.6","10.8","+20"
"189","Isaac Paredes",HOU,"3B9","103","226","191.7","20.3","+7"
"190","Marcus Semien",NYM,"2B12","175","237","192.9","17.3","+30"
"191","Merrill Kelly",ARI,"SP62","169","234","193.1","13.1","+31"
"192","Kenley Jansen",DET,"RP17","100","247","194.0","19.5","-59"
"193","Tatsuya Imai",HOU,"SP63","143","233","194.1","28.8","-39"
"194","Ezequiel Tovar",COL,"SS19","157","277","194.4","35.8","+41"
"195","Zac Gallen",FA,"SP64","154","370","195.3","27.2","+22"
"196","Royce Lewis",MIN,"3B10","173","262","198.9","15.3","+7"
"197","Alejandro Kirk",TOR,"C12","159","287","199.7","19.6","-30"
"198","Jasson Dominguez",NYY,"OF41","138","237","201.6","11.1","+8"
"199","Daniel Palencia",CHC,"RP18","121","253","201.9","22.3","-41"
"200","Shane Baz",BAL,"SP65","149","240","202.6","13.5","+15"
"201","Heliot Ramos",SF,"OF42","176","283","204.7","14.9","+30"
"202","Dennis Santana",PIT,"RP19","141","255","205.0","13.3","-28"
"203","Mike Trout",LAA,"OF43","149","291","205.0","18.2","-25"
"204","Shane McClanahan",TB,"SP66","191","256","206.7","20.2","+12"
"205","Luis Garcia",WSH,"2B13","120","255","211.0","14.1","+51"
"206","Addison Barger",TOR,"3B11","175","263","213.1","17.0","-18"
"207","Jorge Polanco",NYM,"2B14","128","273","213.4","40.5","+11"
"208","Kerry Carpenter",DET,"OF44","160","236","213.9","15.4","+22"
"209","Daulton Varsho",TOR,"OF45","180","249","215.4","18.0","-2"
"210","Connelly Early",BOS,"SP67","184","244","215.6","12.7","+17"
"211","Gleyber Torres",DET,"2B15","174","263","217.9","22.8","+27"
"212","Kyle Teel",CWS,"C13","172","266","218.0","22.9","-27"
"213","Bryson Stott",PHI,"2B16","187","280","218.1","29.3","-15"
"214","Anthony Santander",TOR,"OF46","182","257","219.9","13.6","-2"
"215","Mark Vientos",NYM,"3B12","132","286","220.7","26.1","+10"
"216","Kyle Manzardo",CLE,"1B18","162","246","221.0","18.0","+27"
"217","Wilyer Abreu",BOS,"OF47","184","279","222.0","10.4","+23"
"218","Kris Bubic",KC,"SP68","146","251","222.7","30.2","-16"
"219","Gabriel Moreno",ARI,"C14","168","275","223.3","26.7","-28"
"220","Masyn Winn",STL,"SS20","173","294","223.3","44.5","+67"
"221","Daylen Lile",WSH,"OF48","204","262","224.3","23.5","-28"
"222","Samuel Basallo",BAL,"C15","163","304","224.9","30.1","-42"
"223","Matt McLain",CIN,"2B17","163","267","226.0","14.9","+26"
"224","Sal Frelick",MIL,"OF49","190","257","228.6","15.1","-24"
"225","Matt Shaw",CHC,"3B13","166","280","228.9","33.9","-4"
"226","Ryne Nelson",ARI,"SP,RP2","206","261","229.4","7.3","+44"
"227","Bryce Miller",SEA,"SP69","112","274","231.9","15.6","+32"
"228","Abner Uribe",MIL,"RP20","122","288","232.6","17.4","-64"
"229","Ryan Walker",SF,"RP21","175","261","232.6","28.8","-24"
"230","Munetaka Murakami",CWS,"1B19","165","264","233.1","28.2","-31"
"231","Sal Stewart",CIN,"1B20","182","281","234.4","21.4","-5"
"232","Xander Bogaerts",SD,"SS21","182","278","234.6","17.6","+26"
"233","Alec Bohm",PHI,"3B14","213","294","236.1","17.4","+20"
"234","Quinn Priester",MIL,"SP,RP3","184","283","236.9","18.2","+23"
"235","Luis Arraez",FA,"2B18","162","296","237.0","21.2","+11"
"236","Ramon Laureano",SD,"OF50","184","270","237.3","27.4","-17"
"237","David Peterson",NYM,"SP70","164","362","224.5","64.5","+136"
"238","Roki Sasaki",LAD,"SP71","211","290","238.4","27.4","-2"
"239","Trent Grisham",NYY,"OF51","166","272","239.4","12.7","-28"
"240","Jac Caglianone",KC,"1B21","148","259","240.1","16.2","-6"
"241","Francisco Alvarez",NYM,"C16","177","286","240.4","32.9","-44"
"242","Spencer Steer",CIN,"1B22","191","294","241.9","27.5","-32"
"243","Brendan Donovan",STL,"2B19","219","273","242.1","18.1","+53"
"244","Jose Soriano",LAA,"SP72","181","348","228.8","55.5","+116"
"245","Andrew Vaughn",MIL,"1B23","152","285","244.7","20.1","+57"
"246","Otto Lopez",MIA,"2B20","164","297","246.0","17.8","-23"
"247","Adolis Garcia",PHI,"OF52","222","266","246.9","8.7","+1"
"248","Casey Mize",DET,"SP73","185","267","233.7","23.8","+35"
"249","Yusei Kikuchi",LAA,"SP74","183","375","241.7","62.0","+97"
"250","Carlos Correa",HOU,"SS22","220","299","251.7","15.5","+18"
"251","Noah Cameron",KC,"SP75","178","278","251.9","15.8","-7"
"252","Robert Suarez",ATL,"RP22","120","247","217.4","16.6","-135"
"253","TJ Friedl",CIN,"OF53","192","298","252.6","21.8","+2"
"254","Nolan Schanuel",LAA,"1B24","232","287","253.6","16.6","+46"
"255","Jordan Beck",COL,"OF54","215","288","253.9","21.4","-5"
"256","Carter Jensen",KC,"C17","189","293","254.0","36.8","-43"
"257","Joe Musgrove",SD,"SP76","205","369","259.7","45.4","+5"
"258","Dillon Dingler",DET,"C18","207","271","256.3","16.7","-13"
"259","Hurston Waldrep",ATL,"SP77","141","290","257.1","14.6","+14"
"260","Mitch Keller",PIT,"SP78","198","376","251.2","58.9","+91"
"261","Gerrit Cole",NYY,"SP79","195","316","261.6","35.7","-28"
"262","Brandon Pfaadt",ARI,"SP80","196","412","261.8","69.7","+131"
"263","Konnor Griffin",PIT,"SS23","143","291","263.7","24.1","-21"
"264","Max Muncy",LAD,"3B15","146","289","264.9","28.6","+11"
"265","Edwin Uceta",TB,"RP23","211","300","254.2","32.8","+12"
"266","Parker Messick",CLE,"SP81","197","340","255.7","48.8","-2"
"267","Clay Holmes",NYM,"SP82","185","355","258.3","52.6","+18"
"268","Griffin Jax",TB,"RP24","201","287","257.2","25.1","-17"
"269","Mickey Moniak",COL,"OF55","242","303","269.0","12.9","-37"
"270","Brett Baty",NYM,"3B16","220","297","269.7","19.9","+1"
"271","Shane Smith",CWS,"SP83","173","282","269.9","14.2","+8"
"272","Jack Leiter",TEX,"SP84","209","281","259.8","17.7","-11"
"273","Josh Lowe",LAA,"OF56","241","296","273.4","18.4","+9"
"274","Kazuma Okamoto",TOR,"3B17","174","314","262.8","45.7","-50"
"275","Colton Cowser",BAL,"OF57","222","294","274.1","12.2","-9"
"276","Jose Caballero",NYY,"2B21","177","295","265.0","21.2","-72"
"277","Brayan Bello",BOS,"SP85","174","299","251.2","42.6","+39"
"278","Caleb Durbin",MIL,"2B22","240","293","278.1","13.0","-26"
"279","Sean Manaea",NYM,"SP,RP4","228","328","278.3","21.6","+49"
"280","Jake Burger",TEX,"1B25","241","301","278.7","18.0","+13"
"281","Marcell Ozuna",FA,"DH3","228","310","279.0","6.8","+29"
"282","Reese Olson",DET,"SP86","210","295","281.3","13.8","-10"
"283","Colt Keith",DET,"2B23","249","308","273.3","24.2","+25"
"284","Chris Bassitt",FA,"SP87","247","385","282.2","46.6","+110"
"285","Kevin McGonigle",DET,"SS24","183","312","285.4","29.1","-11"
"286","Nick Castellanos",PHI,"OF58","229","330","286.7","23.4","+33"
"287","Andres Gimenez",TOR,"2B24","267","315","286.9","17.4","+19"
"288","Chase DeLauter",CLE,"OF59","233","322","287.1","27.0","+2"
"289","Tommy Edman",LAD,"2B25","218","304","287.6","11.7","+9"
"290","Austin Wells",NYY,"C19","228","288","249.8","23.7","-76"
"291","Giancarlo Stanton",NYY,"RF1","205","309","250.3","39.9","-62"
"292","J.T. Realmuto",PHI,"C20","205","290","270.4","29.9","-55"
"293","Kodai Senga",NYM,"SP88","189","327","272.2","47.0","-13"
"294","Brady Singer",CIN,"SP89","224","318","287.5","18.9","+36"
"295","Lenyn Sosa",CWS,"2B26","203","317","261.5","40.5","-14"
"296","Michael Wacha",KC,"SP90","225","361","291.2","33.9","+58"
"297","Jung Hoo Lee",SF,"OF60","242","312","288.3","14.7","-8"
"298","Bryan Abreu",HOU,"RP25","218","322","278.8","36.6","-31"
"299","Bryce Eldridge",SF,"1B26","201","357","271.0","56.6","+69"
"300","Joey Cantillo",CLE,"SP,RP5","194","297","267.5","42.8","+1"
"301","Grayson Rodriguez",LAA,"SP91","215","310","292.5","12.7","+13"
"302","Cedric Mullins II",TB,"OF61","250","325","284.2","25.9","+5"
"303","Reid Detmers",LAA,"RP26","260","363","297.7","34.5","+53"
"304","Logan Henderson",MIL,"SP92","233","368","291.0","50.4","-35"
"305","Jeff McNeil",ATH,"2B27","255","462","314.8","68.3","+99"
"306","Logan O'Hoppe",LAA,"C21","236","321","272.0","30.8","-67"
"307","Josh Bell",MIN,"1B27","271","356","297.3","27.4","+72"
"308","Will Vest",DET,"RP27","266","287","277.0","8.8","-45"
"309","Jonah Tong",NYM,"SP93","214","373","286.0","56.9","+34"
"310","Cam Smith",HOU,"RF2","221","343","281.0","48.1","+16"
"311","J.P. Crawford",SEA,"SS25","272","392","309.3","39.1","+63"
"312","Ha-Seong Kim",ATL,"SS26","279","311","292.8","10.4","-28"
"313","Ian Seymour",TB,"SP,RP6","264","337","294.0","24.9","+9"
"314","Ryan Weathers",NYY,"SP94","215","372","291.5","55.7","+25"
"315","Zach Eflin",BAL,"SP95","282","467","323.8","66.3","+133"
"316","Luis Severino",ATH,"SP96","252","459","322.6","71.0","+131"
"317","Tyler Mahle",SF,"SP97","203","436","305.0","97.3","-26"
"318","Miguel Vargas",CWS,"3B18","239","327","300.4","15.4","-23"
"319","Sean Murphy",ATL,"C22","252","338","290.8","37.5","+13"
"320","Grant Taylor",CWS,"RP28","221","323","300.8","14.0","+4"
"321","Jameson Taillon",CHC,"SP98","256","332","301.4","25.4","-8"
"322","JJ Wetherholt",STL,"SS27","161","323","302.4","17.6","-75"
"323","Owen Caissie",MIA,"OF62","228","398","307.5","63.7","+104"
"324","Cade Cavalli",WSH,"SP99","202","370","290.7","68.9","+60"
"325","Jordan Lawlar",ARI,"3B19","247","353","299.3","46.3","+15"
"326","Anthony Volpe",NYY,"SS28","267","366","310.2","32.7","+11"
"327","Josh Jung",TEX,"3B20","269","336","297.3","24.3","-12"
"328","Reynaldo Lopez",ATL,"SP100","226","401","316.3","62.3","+75"
"329","Ernie Clement",TOR,"3B21","282","293","288.0","4.5","-30"
"330","Spencer Horwitz",PIT,"1B28","284","339","309.0","20.9","+27"
"331","Jake Mangum",PIT,"OF63","217","356","306.5","53.7","+24"
"332","Justin Crawford",PHI,"OF64","231","357","296.0","51.5","-56"
"333","Tyler Stephenson",CIN,"C23","243","345","294.3","41.6","-73"
"334","Brooks Lee",MIN,"SS29","276","351","307.8","27.2","+2"
"335","Evan Carter",TEX,"OF65","289","298","293.3","3.7","-23"
"336","Zebby Matthews",MIN,"SP101","267","344","306.8","32.9","-13"
"337","Eduardo Rodriguez",ARI,"SP102","295","526","350.4","88.4","+193"
"338","Riley O'Brien",STL,"RP29","262","350","299.3","37.1","-44"
"339","Carson Kelly",CHC,"C24","267","281","274.0","7.0","-35"
"340","Tanner Scott",LAD,"RP30","265","332","298.3","27.4","-29"
"341","Ryan O'Hearn",PIT,"1B29","270","341","299.0","30.4","-76"
"342","Cody Ponce",TOR,"SP,RP7","282","315","299.0","13.5","-54"
"343","Edgar Quero",CWS,"C25","269","353","304.0","35.7","-38"
"344","Chase Meidroth",CWS,"3B22","261","347","312.0","33.0","0"
"345","Chad Patrick",MIL,"SP103","223","387","317.7","69.3","+26"
"346","Will Warren",NYY,"SP104","285","352","314.8","27.8","-21"
"347","Isaac Collins",KC,"LF1","253","319","286.0","33.0","+5"
"348","Brandon Marsh",PHI,"OF66","258","369","322.8","41.9","+10"
"349","Justin Steele",CHC,"SP105","239","453","347.7","87.4","+40"
"350","Jake Cronenworth",SD,"2B28","292","446","341.8","61.4","+64"
"351","Jose Berrios",TOR,"SP106","277","464","347.3","70.5","+93"
"352","Kyle Finnegan",DET,"RP31","284","301","292.5","8.5","-55"
"353","Carson Benge",NYM,"OF67","250","374","326.0","54.4","+19"
"354","Ronny Henriquez",MIA,"RP32","251","355","303.0","52.0","-27"
"355","Ryan Jeffers",MIN,"C26","252","339","295.5","43.5","-77"
"356","Braxton Ashcraft",PIT,"SP,RP8","252","358","318.3","47.2","-23"
"357","Jared Jones",PIT,"SP107","254","456","356.3","82.5","+76"
"358","Mike Burrows",HOU,"SP,RP9","268","366","321.0","40.4","-5"
"359","Cristian Javier",HOU,"SP108","261","422","347.7","66.3","+29"
"360","Jacob Lopez",ATH,"SP109","262","416","346.3","63.7","+31"
"361","Austin Hays",FA,"OF68","262","390","326.0","64.0","+26"
"362","Dylan Beavers",BAL,"OF69","300","302","301.0","1.0","-59"
"363","Seth Lugo",KC,"SP110","291","367","327.5","28.7","-18"
"364","Kirby Yates",LAA,"RP33","265","481","369.3","88.3","+124"
"365","Luis Morales",ATH,"SP111","268","381","338.0","49.9","+50"
"366","Jordan Walker",STL,"OF70","284","324","304.0","20.0","-19"
"367","Jordan Leasure",CWS,"RP34","269","367","318.0","49.0","-113"
"368","Lars Nootbaar",STL,"OF71","292","380","334.5","33.1","+7"
"369","Parker Meadows",DET,"OF72","270","435","352.5","82.5","+30"
"370","Jose A. Ferrer",SEA,"RP35","270","400","335.0","65.0","-21"
"371","Jeffrey Springs",ATH,"SP112","280","413","341.0","54.9","+53"
"372","Carlos Narvaez",BOS,"C27","271","271","271.0","0.0","-80"
"373","Jhostynxon Garcia",PIT,"OF73","273","479","376.0","103.0","+178"
"374","Bailey Ober",MIN,"SP113","281","333","307.0","26.0","-56"
"375","Marcelo Mayer",BOS,"2B29","276","434","352.3","64.6","+6"
"376","Robby Snelling",MIA,"SP114","284","408","346.0","62.0","+2"
"377","Dominic Canzone",SEA,"OF74","299","326","312.5","13.5","-36"
"378","JoJo Romero",STL,"RP36","287","424","355.5","68.5","+40"
"379","Andrew Painter",PHI,"SP115","289","384","336.5","47.5","-12"
"380","Troy Melton",DET,"SP,RP10","291","364","327.5","36.5","-94"
